,content
145,"Rebem la visita de l'Alejandro de l'INS La Pineda que ens parla dels cicles formatius de grau mitjà i superior de Administració i Gestió, Electricitat, Electromecànica, i Informàtica i Comunicacions. Moltes gràcies per venir! #cfa #lifelonglearning @inslapineda_bdn #fp https://t.co/pipn8WSOlo"
146,"💡 Business Innovation Programme | #BIPStories

🗨 ""I'm excited and very grateful for the first week so far"", Timothy A. Kovacs

#Innovation #ExecutiveEducation #LifelongLearning https://t.co/WKqUBTyaii"
147,"I am #curious about the future of #jobs 10 years from now...who knows what kind of new #careers will pop-up!

#futures #thinking #futurism #careergoals #careerdevelopment #lifelonglearning #Curiosity https://t.co/u1d1HlvVJ6"
148,@EdinburghUni's @TeresaIronside outlines how institutions can develop a course portfolio that meets workplace skills demands and delivers #education to a wider range of learners: https://t.co/iWko85D1wS via @timeshighered #lifelonglearning #highereducation
149,"💡 Business Innovation Programme | #BIPStories

🗨 ""I'm excited and very grateful for the first week so far"", Timothy A. Kovacs.

#Innovation #ExecutiveEducation #LifelongLearning https://t.co/0JTJfwVdwq"
150,"My personal 🔝 2️⃣

🥇 #BusinessModel Innovation
➡️ with a focus on #HybridLearning &amp; teaching.

🥈 #LifelongLearning to #LifelongRelationships
➡️ need to foster learner relationships for life.
 https://t.co/0jQ93GAotb"
151,One thing is constant in #engineering - change. That's why Week 2 of #NEM2022 events focus on #lifelonglearning. This week I met with @RVAeng to talk about the constant #innovation happening in water &amp; wastewater systems: https://t.co/CcZZ62qN9s https://t.co/cvUKmHzfoK
152,@KateRobson6 Congratulations! #lifelonglearning
153,"@SeanMoore2897 @FAICoachEd @jayglynn2167 @FAIreland @DundalkFC Congratulations 

#lifelonglearning 
#realitybasedlearning
#learnercentred
#UEFAcoaching"
154,#lifelonglearning at a glance https://t.co/y4ancqK7QE
155,"CED's Gislene Robertson shares her ambition for The Decade Ahead, inspired by her parents' teaching that we can all learn something from just about anyone.

What are your aspirations for #TheDecadeAhead? 
@cranfieldmngmt @CranfieldUni #LifelongLearning https://t.co/n41uW6IMSd"
156,"For the final week of #BlackHistoryMonth, we are spotlighting another local resource. James Madison's Montpelier provides a thought-provoking experience in their award-winning exhibit,  ""The Mere Distinction of Colour."" 

#LifelongLearning https://t.co/b9WdAxcZAN"
157,#RT @dgt_switzerland: Receive up to CHF 1'000.– for your AI and Data Science training. Apply to The Boost Programme today🚀https://t.co/VSKhnkf25w @UBS #AI #datainsights #lifelonglearning #digitalskills
158,"@youllgetthat @pmlegend57 @RichieHolland10 @ross_kenny @conor4kenna @grahamkelly1888 @FAICoachEd Congratulations 

#lifelonglearning 
#realitybasedlearning
#learnercentred
#UEFAcoaching"
159,Going to visit my sick grandmother possibly for the last time.  I would greatly appreciate it if you would send a peaceful thought out to her.  And myself.  Thank you.  #lifelonglearning #Thankful #love #Grandmother
160,Receive up to CHF 1'000.– for your AI and Data Science training. Apply to The Boost Programme today🚀https://t.co/w3lifUWIEJ @UBS #AI #datainsights #lifelonglearning #digitalskills
161,"Want to join a team that really makes a difference to #AdultLearning and #LifelongLearning in Ireland and across Europe? #AONTAS is hiring!💫 

The closing date for applications is fast approaching. Click here for more information: https://t.co/hXU2kTVnsk #JobFairy https://t.co/LmBtIFIo5y"
162,"Learn more about Neurology with our Online Course, tutored by Raquel Trevail. 7-27 March. Only £159 +VAT! Book today!  #vetcpd2022 #vetnursechatter #veterinaryvoices #vetmums #veterinaryeducation #lifelonglearning #WhatVNsDo - https://t.co/qRBmX8LPTB https://t.co/i5o7OSAI8G"
163,"Our students often teach us the true reasons to learn. Lisa Kay, our Social Studies BA Hons student, just published a heartfelt blog article Life Begins at 50: https://t.co/5GxznR26Ki #lifelonglearning #ourwarwick #socialstudies"
164,Great to meet with @convene_ie Community of Practice yesterday and discus all things #microcredentials Significant synergies across the HCI projects #innovation #highereducation #lifelonglearning @HEA @DeptofFHed https://t.co/BRYRi9KS21
165,"Διαβάστε στο τελευταίο #Newsletter του #ΑΠΚΥ για την έναρξη υποβολής αιτήσεων για το α/έτος 2022-2023, τις επερχόμενες διαδικτυακές εκδηλώσεις &amp; τηλεδιαλέξεις, άρθρα και νέες δημοσιεύσεις και πολλά άλλα ενδιαφέροντα ▶️https://t.co/J4vKtHD04q

#openeducation #lifelonglearning https://t.co/CIXcuJbVxi"
166,@witsocscience @DeptArtsWIT I returned as a mature student to study intellectual disability nursing in 2008 at the age of 37 and completed my PhD in 2016. I am now a lecturer and programme lead for the BSc in Intellectual Disability Nursing at WIT. #lifelonglearning @NursingWit
167,"كلنا مهاجرون إلى المستقبل ، لذلك علينا أن نتبنى عقلية المهاجر ونكون منفتحين لتعلم :
- لغة جديده.
- ثقافة جديده.
- طريقة عمل الأشياء بشكل مختلف.
#Innovation
#futurethinking 
#lifelonglearning"
168,"✉️Contact us at, pec@mim.org.my

#LifeLongLearning #EnhanceYourCareer #Career #Learning #upskill #reskill #riskmanagement #riskmanagementcourses #management"
169,"The best way to learn, is to write. 

Research, write, &amp; repeat. 

And then check your progress in six months.

#learning #lifelonglearning"
170,"Christina Ramotsabi, General Manager: Process Engineering at Multotec will be presenting on Making the right choice matters at the upcoming customer training workshop. Register now: https://t.co/yJB3onCfup

#MultotecCustomerTraining #KnowledgeIsProfit #LifeLongLearning. https://t.co/JE4Y1ECeEc"
171,#thoughtoftheday (to self) You need to invest in yourself before investing in others #motivation #lifelonglearning #mentortips https://t.co/nOUftwo3Rc https://t.co/68WSaf1rw3 https://t.co/3OaDXPR0X8
172,"If I ask you to create a happy moment for yourself today. What would it be?

#consciousliving #growthmindset
#personaldevelopment #livelovelaugh #designyourlife #extraordinarywomenclub #improveeveryday #lifelonglearning"
173,"I sit on the advisory board for this and the uptake of free courses is amazing. So many people have learned new tech skills, some who never thought they could have this type of career. Take a look now. #lifelonglearning #techskills #trailblazer https://t.co/21DN7mdWlx"
174,"One of the most heedless things we do as a human is ""BELIEF MAKING""

That's why UNLEARNING is an important part of learning. :)

#LifeLessons #lifelonglearning
#ThoughtForTheDay #GrowthMindset #quote"
175,#coachlaura #learnwithlaura #teacher #leader #coach #lifelonglearning #lifelonglearner https://t.co/3QT80eQVqy
176,"Word of the Day

ABRASIVE: rough and likely to scratch. Rude or aggressive 
Eg: You can’t have an abrasive approach while signing a contract 
#LearnEnglish #learning #learnDaily #lifelonglearning #WordOfTheDay @THE_RAJESHARMA"
177,"College Life:
Find the beauty in your campus. 
#communitycollege #filterlife #plaza #2022 #beautyisintheeyeofthebeholder #lifelonglearning #shade https://t.co/WFDnMW525B"
178,"Learning does not end when you walk across the stage at graduation. The college has created a specific webpage for all our virtual events so far in 2022, as well as some key highlights from 2021.  Click the link below to learn more!  #lifelonglearning
https://t.co/lhqKrAAFwg"
179,"Not everyone deserves a seat at the table of your life.....
#FridayMorning
#FridayVibes 
#lifelonglearning https://t.co/M13qxN7DBI"
180,Check your news sources to make sure you aren't sharing misinformation! #informationliteracyskills #lifelonglearning #SCSDLIBRARIES https://t.co/gTIUZBNxAc
181,"A great reminder to check a news source for balanced and reliable information. Don't spread misinformation - check your sources before clicking the ""share"" button! #informationliteracyskills #lifelonglearning https://t.co/yjxiXBne8U"
182,"When you understand how the story goes, you don't get affected by ups n downs of the scenes. Same goes with life..
#directorslife #lifelonglearning #filmmaking #Filmmaker #director #cinema #sunilpremvyas #cameras #nandithesaviour https://t.co/nB0wvYpNSv"
183,"#March is in the News🥳👏🏻.Click on link https://t.co/MLFuQuWax3 to stay up to date. Don’t miss out !

#meditation #cinema #politics #arthistory #womanhistorymonth #personaltraining #comedy #pastels #drawing #happy hour #lifelonglearning #olliatfiu https://t.co/BmWqTeL5Lw"
184,"In the work I do coaching teams it is rarely the widget / service that the company is providing that is flawed (though that does happen). What slows down business, careers, and results - is lack of investment in the relationships within the team.
#lifelonglearning https://t.co/e58JriINd3"
185,"@ConorUhl @ross_kenny @FAICoachEd @UCCSoccer @UCCSport @noelhealy442 Congratulations 

#lifelonglearning 
#realitybasedlearning
#learnercentred
#UEFAcoaching"
186,"In the #BlackCreatorSeries, @SonjaCherryPaul leads discussions with children’s book creators about their work and the powerful ways their books can live in classrooms. Listen now, bookmark for later: https://t.co/mbcWNwNxO3 #edequity #lifelonglearning #elachat https://t.co/NukGyPdIsC"
187,Just another example of the Proa Tribe making it happen. Congratulations Peachy! #ProaTribe #lifelonglearning https://t.co/3igbyFDh2C
188,Congratulations to our own Connie Gutierrez for completing the #CASH School Facilities Leadership Academy.  Connie is part of our Fiscal Services team. Way to go Connie! #lifelonglearning https://t.co/MGKD41srm7
189,We love working with our new PAs during their orientation period! Welcome to the HHED team! #HHMedSim #emergencymedicine #physicianassistant #meded #lifelonglearning https://t.co/GM0cns6IsW
190,There's a ton of expertise at this event being held by @KeeganCoaching — Not to be missed by any aspiring coach. #lifelonglearning https://t.co/XcdXl5uor0
191,There's a ton of expertise at this event being held by @KeeganCoaching — Not to be missed by any aspiring coach. #lifelonglearning https://t.co/paBcN8Yxmw
192,"#LifeLessons 
#productivity 
#lifelonglearning 
#Twitter https://t.co/XjAbfod0Ic"
193,#collaboration  #education #health #leadership #lifelonglearning #sustainability https://t.co/SRksxFXdGN
194,"Scientists learned a thing or two about problem solving and altruism in an experiment where magpies turned the tables. #FridayFun #LifelongLearning
https://t.co/dUMK5ROzNQ"
195,"...or not quite so? Excellent thread by @Kevin_McKernan https://t.co/LTlYUV0nzD #lifelonglearning, thanks to @BillyBostickson for pointing this out"
196,"Let's keep learning today with a tutorial on Decision Trees from Hacker Earth. If you're into Machine Learning, or would like to be, this is something to try

#machinelearning #oceanprotocol #lifelonglearning #educateyourself

https://t.co/fjmytUPX8c https://t.co/4DSSCuIAv7"
197,"45% Of Canadians are not equipped with the Skills and Competency required for the changing labour Market- Shares @wernick_rachel 
#skillssummit2022 #lifelonglearning https://t.co/tSz4jxF6Hl"
198,"Just a reminder that an exhibition of the work of our art teacher Christine Lennon Carey is currently on in the Pearse Museum, St Enda's Park, #Rathfarnham. Well worth checking out ... and it's FREE! 🎨

#lifelonglearning #empowermentthrougheducation #art #heritageireland https://t.co/DprgHmY3qA"
199,"Did you know that you use MIS daily? 🗂️ 
Checking emails and logging into your work computer are just two everyday examples! Learn about the components of management information systems and how to leverage them in business.#lifelonglearning
Register ➡️ https://t.co/e3FUiiqvZ2 https://t.co/L0lIF7NvcZ"
200,Retirement + Credit Card Debt=??? #financialliteracy Learn how to decrease your debt today. #DigitalInclusion #lifelonglearning https://t.co/uJgJwE7qoy
201,"Grappling with the harsh realities of the pandemic, we’ve all realized one thing – life goes on. And so should learning! Don't you agree?
#highered #stevejobsquote #elearningdevelopment #learningneverstops #learninganddevelopment #learningeveryday #stevejobs #lifelonglearning https://t.co/p307LK3KKj"
202,"Our new #seeds4growthproject site at Kennedy Way Medical Centre, Clacton has growing very much underway in the poly tunnel as well as planning and drawing out the site for the new raised beds! Love seeing this project grow - literally!

#lifelonglearning #gardeningforhealth https://t.co/8XC72FUUIf"
203,After 15 yrs and over 120+ co-authored publications I have to say my very first hand written text in (child-level) Arabic is the most exciting (no matter how bad it is)! #alwayslearning #arabiclessons #supportiveteachers #lifelonglearning #learningthroughfailure ⭐️ ⭐️ ⭐️ https://t.co/3tjX4Euzuh
204,"#SkillGaps are a simple equation: job requirements - your proficiency = skills gaps. https://t.co/eVzsl1ef49 
.
.
. #skillgaps #lifelonglearning #cultureoflearning #adultlearning #modernlearners #digitaltransformation #growthmindset #workforcedevelopment #informallearning https://t.co/kNVOcQ5qgJ"
205,"Hold a true friend with both your hands.
~ Friedrich Wilhelm Nietzsche
#LifeLongLearning"
206,"Learn from #experience, value #lifelonglearning.  Put to practice, and even teach others for better results. https://t.co/gpBUWP0fLg"
207,"Clip 4: A #Recovery journey after identifying that #Gambling as a #CopingMechanism lead to #ProblemGambling. 

#NYCPG2022 #PGRC #Prevention #Treatment #LifeLongLearning
https://t.co/GUhaX1P5zf https://t.co/8nNm4RUMvv"
208,#lifelonglearning https://t.co/NTtHYRgIsr
209,"David has been looking at steps to feel positive, he knows exactly what makes him feel good 🚶🕴️👫
#EmotionalIntelligence #positivemindset #positive #Autism #StilesHouse #LifeLongLearning
🤘🥰💯 https://t.co/F81uWSxx5n"
